PNODEID,PNODENAME,PNODETYPE,STATE
47012281,LOWELL 69 KV CARBONLI,GEN,OH
47012287,PADDYSRU138 KV UNIT1,GEN,KY
48933915,NEWARK 13 KV LD1,LOAD,NJ
48933917,NEWARK 13 KV LD2,LOAD,NJ
48933919,NEWARK 13 KV LD3,LOAD,NJ
48933921,NEWARK 26 KV LD1,LOAD,NJ
48933923,NEWARK 26 KV LD2,LOAD,NJ
48933925,NEWARK 26 KV LD3,LOAD,NJ
48933931,PUMPHREY115 KV 110-1,LOAD,MD
48933933,PUMPHREY115 KV 110-2,LOAD,MD
48933935,MONTVILL230 KV T3A,LOAD,NJ
48933937,MONTVILL230 KV T3B,LOAD,NJ
48933939,ESAYRE 115 KV #1-2 T,LOAD,PA
48933941,UNIONCIT115 KV 1-4TX,LOAD,PA
48933943,SEAISLE 69 KV T1,LOAD,NJ
48933945,TABERNAC69 KV T2,LOAD,NJ
48933947,TABERNAC69 KV T1,LOAD,NJ
48933953,KEENEY 230 KV T2,LOAD,DE
48933955,MERMAID 138 KV LOADT1,LOAD,DE
48933957,MILLTOWN138 KV LOADT3,LOAD,DE
48933959,MTPLEASN138 KV T1LOAD,LOAD,DE
48933961,EAGLE 138 KV T2,LOAD,MD
48933963,FLATRUN 138 KV T1-2,LOAD,WV
48933965,LIMEKILN230 KV T4,LOAD,MD
48933969,MANIFOLD138 KV T62,LOAD,PA
48933971,NPOINTE2138 KV T1,LOAD,PA
48933973,SLEEPYHO138 KV T3,LOAD,WV
48933975,259 ALGO138 KV TR74 12,LOAD,IL
48933977,454 PLAI138 KV TR72 12,LOAD,IL
48933979,648 NORR138 KV TR74 12,LOAD,IL
48933981,79 SPAUL138 KV TR72 12,LOAD,IL
48933983,9 JOLIET4 KV L63A-B,LOAD,IL
48933985,BERKSHI2138 KV T1,LOAD,OH
48933987,BETHLEHE138 KV T1,LOAD,WV
48933989,GENOA 138 KV T5,LOAD,OH
48933991,ITALIANV138 KV XFM1,LOAD,OH
48933993,ITALIANV138 KV XFM2,LOAD,OH
48933995,KIMBERLY138 KV T1,LOAD,OH
48933997,KIMBERLY138 KV T2,LOAD,OH
48933999,MORELAND138 KV MORELAND,LOAD,VA
48934001,NBELLVIL138 KV T1,LOAD,OH
48934003,NBRISTOL138 KV T3 BVU,LOAD,VA
48934005,NBRISTOL138 KV T1 BVU,LOAD,VA
48934007,NEWLIBER138 KV T4,LOAD,OH
48934009,SEAMAN 69 KV T2,LOAD,OH
48934011,SPENCERD138 KV BUCKCOAL,LOAD,OH
48934013,WHITERD 138 KV T1,LOAD,OH
48934015,KEYWOOD 138 KV VA GAS,LOAD,VA
48934017,CITYMART34 KV CTYMARBR,LOAD,VA
48934019,AGA GAS 138 KV BK-1,LOAD,OH
48934021,09CARGIL138 KV BK-1,LOAD,OH
48934023,09CENTER138 KV BK-1,LOAD,OH
48934025,09CENTER138 KV BK-2,LOAD,OH
48934027,CROWN 69 KV HOOVRBK1,LOAD,OH
48934029,CROWN 69 KV HOOVRBK2,LOAD,OH
48934031,09ESIDNY138 KV BK-1,LOAD,OH
48934033,09GIVENS138 KV BK-1,LOAD,OH
48934035,09MECHAN138 KV BK-1,LOAD,OH
48934037,09OVERLK138 KV BK-5,LOAD,OH
48934039,09QUINCY138 KV BK-2,LOAD,OH
48934041,09SPRING138 KV HALTRP10,LOAD,OH
48934043,09SPRING138 KV BK-1,LOAD,OH
48934045,TAIT 69 KV EAKERBK1,LOAD,OH
48934047,TAIT 69 KV EAKERBK2,LOAD,OH
48934049,WATK TAP138 KV WATK UN1,LOAD,OH
48934051,WATK TAP138 KV WATK UN2,LOAD,OH
48934053,09WYANA 138 KV BK-1,LOAD,OH
48934055,09WYANB 138 KV BK-5,LOAD,OH
48934057,HANNA II138 KV HANNA II,LOAD,OH
48934059,HANNA II138 KV HONDA,LOAD,OH
48934061,WSORONA 69 KV DARKEREA,LOAD,OH
48934063,WRIGHTST69 KV BK2,LOAD,OH
48934065,WRIGHTST69 KV BK1,LOAD,OH
48934067,CEDAR TP69 KV CEDSCHAR,LOAD,OH
48934069,H ANNA I69 KV ANNA P10,LOAD,OH
48934071,H ANNA I69 KV H ANNA I,LOAD,OH
48934073,DARBY 69 KV BK-1,LOAD,OH
48934075,DARBY 69 KV BK-2,LOAD,OH
48934077,DERBYPRO69 KV BK-1,LOAD,OH
48934079,HUNTSVI269 KV BK-1,LOAD,OH
48934081,INDIANLA69 KV H TRANSM,LOAD,OH
48934083,MIDD DAY138 KV BK-1,LOAD,OH
48934085,NORMAN 138 KV BK-1,LOAD,OH
48934087,NORMAN 69 KV BK-2,LOAD,OH
48934089,TEXAS E 69 KV TEXAS E,LOAD,OH
48934091,WILMING269 KV COLSTBK1,LOAD,OH
48934093,TRABUE4 35 KV TX2,LOAD,VA
48934095,AQUIA 34.5 KV TX1,LOAD,VA
48934101,02KYHS 138 KV TR2,LOAD,OH
48934103,SAMMISFE345 KV CR2,LOAD,OH
48934105,SAMMISFE345 KV CR3,LOAD,OH
48934107,SAMMISFE345 KV CR4,LOAD,OH
48934109,WFREMONT138 KV TR3,LOAD,OH
48934133,NEWARBAY13 KV CT1,GEN,NJ
48934135,NEWARBAY13 KV CT2,GEN,NJ
48934137,NEWARBAY13 KV ST,GEN,NJ
48934139,NEWARK 26 KV UMD,GEN,NJ
48934141,ALLENTOW138 KV CT1,GEN,PA
48934143,ALLENTOW138 KV CT2,GEN,PA
48934145,ALLENTOW138 KV CT3,GEN,PA
48934147,ALLENTOW138 KV CT4,GEN,PA
48934149,HARRISBU69 KV CT1,GEN,PA
48934151,HARRISBU69 KV CT2,GEN,PA
48934153,HARRISBU69 KV CT3,GEN,PA
48934155,HARRISBU69 KV CT4,GEN,PA
48934157,LYCOMING69 KV WIL1,GEN,PA
48934159,LYCOMING69 KV WIL2,GEN,PA
48934161,MARTINSC69 KV CT1,GEN,PA
48934163,MARTINSC69 KV CT2,GEN,PA
48934165,MARTINSC69 KV CT3,GEN,PA
48934167,MARTINSC69 KV CT4,GEN,PA
48934169,MONTOUR 24 KV ATG,GEN,PA
48934173,CONCRDDP69 KV MUMFORD,GEN,DE
48934177,NFRANKLI138 KV PENDL WF,GEN,WV
48934179,122 BELV34.5 KV BOONEWF,GEN,IL
48934183,ALLOY 138 KV HYD1,GEN,WV
48934185,INDUSTRY138 KV G1,GEN,TN
48934187,TENNESSE138 KV G22,GEN,VA
48934189,TENNESSE138 KV G26,GEN,VA
48934191,TENNESSE138 KV G16,GEN,VA
48934193,TENNESSE138 KV G17,GEN,VA
48934195,TENNESSE138 KV G18,GEN,VA
48934197,TENNESSE138 KV G19,GEN,VA
48934199,TENNESSE138 KV G20,GEN,VA
48934201,EMPORIA 13 KV G12,GEN,VA
51007599,SOUTHEXPEXT LMP,EXT,VA
51007601,SOUTHIMPEXT LMP,EXT,VA
51519861,LIMERTAP13 KV 8AUX,LOAD,PA
51519863,LIMERICK13 KV 10AUX,LOAD,PA
51519865,LIMERICK13 KV 20AUX,LOAD,PA
51519869,PEACHBOT13 KV 3SU,LOAD,PA
51519871,PEACHBOT13 KV 343SU,LOAD,PA
51519873,PEACHTAP13 KV 2SU,LOAD,PA
51519875,EGGHARBO69 KV T1,LOAD,NJ
51519877,EGGHARBO69 KV T2,LOAD,NJ
51519879,EGGHARBO69 KV T3,LOAD,NJ
51519881,WILLIAMS69 KV T2,LOAD,NJ
51519883,WILLIAMS69 KV T4,LOAD,NJ
51519885,WILLIAMS69 KV T5,LOAD,NJ
51519887,WINSLOW 69 KV T2,LOAD,NJ
51519889,WINSLOW 69 KV T1,LOAD,NJ
51519891,AQUEDUCT35 KV T1,LOAD,MD
51519901,MCCAIN 35 KV T1,LOAD,MD
51519903,MONOCACY35 KV T3,LOAD,MD
51519905,MONOCACY230 KV T5,LOAD,MD
51519907,MONTGOME35 KV T1,LOAD,MD
51519909,MONTGOME35 KV T3,LOAD,MD
51519911,MTAIRY 35 KV T1,LOAD,MD
51519913,ILLINOIS138 KV T2,LOAD,IN
51519915,LIBERTYC69 KV BLUFFTON,LOAD,IN
51519917,OSU 138 KV T3,LOAD,OH
51519919,TIDD_AEP138 KV T13,LOAD,OH
51519921,TIDD_AEP138 KV T14,LOAD,OH
51519923,TIDD_AEP138 KV T301,LOAD,OH
51519925,TIMKEN 138 KV T4,LOAD,OH
51519927,WURNO 138 KV T3,LOAD,VA
51519929,WMORELN435 KV TX1,LOAD,VA
51519931,GAINESVL35 KV TX4,LOAD,VA
51519933,MIDDLEBG35 KV TX5,LOAD,VA
51519935,POSSUMP42 KV R5-2,LOAD,VA
51519937,TUNIS 35 KV TX1,LOAD,NC
51520049,ROANE 500 KV LOAD,LOAD,TN
51520087,MOSER 35 KV LF1,GEN,PA
51520089,ELDRED 69 KV GMILLSLF,GEN,PA
51520091,HUMMELST69 KV ELIZTOWN,GEN,PA
51520093,LOCKHAVE69 KV LOGANTON,GEN,PA
51520095,WAGNER 34 KV HAWKINPT,GEN,MD
51520099,VAUGHN 69 KV CENTRALF,GEN,DE
51520113,BULLRU 23 KV UNIT1,EXT,TN
53048683,HILLSDAL230 KV 220-1,LOAD,NJ
53048685,HILLSDAL230 KV 220-2,LOAD,NJ
53048687,WAVERLY113 KV LOAD,LOAD,PA
53048689,WILL JC 230 KV LOAD,LOAD,NJ
53048691,CARDIFF 69 KV T5,LOAD,NJ
53048693,LINCOLN1138 KV CLAYVILL,LOAD,NJ
53048695,ROWAN 69 KV ROWANT1,LOAD,NJ
53048697,ROWAN 69 KV ROWANT2,LOAD,NJ
53048699,HOCKESIN138 KV T5 LOAD,LOAD,DE
53048701,HOCKESIN138 KV T4 LOAD,LOAD,DE
53048703,GRANDPT 138 KV T61,LOAD,PA
53048705,111 ELEC138 KV TR71,LOAD,IL
53048711,222 BLUF138 KV TR71 12,LOAD,IL
53048713,416 BELL138 KV TR74,LOAD,IL
53048715,BURNWRTH138 KV REMC,LOAD,IN
53048717,CENTERBU138 KV CENTERBU,LOAD,OH
53048719,MERIDIAN345 KV EWHITLEY,LOAD,IN
53048721,ROZELLE 138 KV T1,LOAD,OH
53048723,SHUMATE 138 KV PROGRESS,LOAD,WV
53048725,DISCOVER13 KV LOAD 1,LOAD,VA
53048727,DISCOVER13 KV LOAD 2,LOAD,VA
53049033,FRACKVIL69 KV LRIDGWF1,GEN,PA
53049037,MANITOU 35 KV OCLF,GEN,NJ
53049039,NBANGOR 35 KV CDAMHYD,GEN,PA
53049041,GORDON 138 KV ARDENLF1,GEN,PA
53049043,134 LAGR138 KV PROVISLF,GEN,IL
53049045,157 KANK138 KV KGRF,GEN,IL
53049047,212 NORT138 KV LGRF,GEN,IL
53049049,216 MOUN138 KV MAINELF,GEN,IL
53049051,282 ZION138 KV ZPSLF,GEN,IL
53049053,55 HEGEW138 KV CIDGRF,GEN,IL
53049055,559 WOOD138 KV GVGRF,GEN,IL
53049057,577 S EL34.5 KV WGRF,GEN,IL
53049059,73 CHI H34.5 KV BEECHLF,GEN,IL
53049065,CITY 138 KV D1-5,GEN,OH
53049067,WINCHEST35 KV BETHELLF,GEN,VA
53049069,CRANESCR35 KV STAFFOLF,GEN,VA
55578539,251 ROUN12.5 KV LOADBUS2,LOAD,IL
55578541,251 ROUN12.5 KV LOADBUS4,LOAD,IL
55578543,251 ROUN12.5 KV LOADBUS5,LOAD,IL
55578545,527PLANO138 KV TR76,LOAD,IL
55578547,CALIFDUQ138 KV LOAD1,LOAD,PA
55578551,NORTH 138 KV MCCONWAY,LOAD,PA
55578553,WILMERDI138 KV TRAN2,LOAD,PA
55578567,WEATHRSP115 KV ELIZTOWN,EXT,NC
55578569,WEATHRSP115 KV LUMBERTO,GEN,NC
56958969,NEPTUNE EXT LMP,EXT,NY
57967459,WESTFIEL230 KV T-1,LOAD,NJ
57967461,WESTFIEL230 KV T-2,LOAD,NJ
57967463,BETHYJCT35 KV LOAD1,LOAD,PA
57967465,BRYNMAWR35 KV 2BUS,LOAD,PA
57967467,CONC PE 35 KV LOAD1,LOAD,PA
57967469,CONC PE 35 KV LOAD2,LOAD,PA
57967471,ELKINJCT35 KV LOAD1,LOAD,PA
57967473,MIDD PE 35 KV BUS2,LOAD,PA
57967475,OVERBROO35 KV LOAD1,LOAD,PA
57967477,OVERBROO35 KV LOAD2,LOAD,PA
57967479,OVERBROO35 KV LOAD3,LOAD,PA
57967481,OVERBROO35 KV LOAD4,LOAD,PA
57967483,RICH PE 230 KV 4TR,LOAD,PA
57967485,RICH PE 230 KV 5TR,LOAD,PA
57967487,RICH PE 230 KV 6TR,LOAD,PA
57967489,UPPERDAR35 KV LOAD2,LOAD,PA
57967491,UPPERDAR35 KV LOAD3,LOAD,PA
57967493,WAYNE PE35 KV 1TR,LOAD,PA
57967495,WAYNE PE35 KV 2TR,LOAD,PA
57967497,WAYNE PE35 KV 3TR,LOAD,PA
57967499,WAYNETAP35 KV LOAD1,LOAD,PA
57967501,WOODLYNJ35 KV LOAD1,LOAD,PA
57967503,WYNCOTE 35 KV LOAD1,LOAD,PA
57967505,WYNCOTE 35 KV LOAD2,LOAD,PA
57967507,WYNCOTE 35 KV LOAD3,LOAD,PA
57967509,WYNNEWOO35 KV LOAD1,LOAD,PA
57967511,WYNNEWOO35 KV LOAD2,LOAD,PA
57967513,WYNNEWOO35 KV LOAD3,LOAD,PA
57967515,TEXSEAST115 KV TEXSEAST,LOAD,PA
57967517,PRICE 69 KV PRICE T1,LOAD,MD
57967519,TODD 69 KV ALLENREA,LOAD,MD
57967521,RIVERTON138 KV T3,LOAD,VA
57967523,152 BUSS138 KV TR77,LOAD,IL
57967525,152 BUSS138 KV TR78,LOAD,IL
57967527,BATAVIA 138 KV T1,LOAD,IL
57967529,BATAVIA 138 KV T2,LOAD,IL
57967531,BATAVIA 138 KV T3,LOAD,IL
57967533,H440 138 KV TR5,LOAD,IL
57967535,H440 138 KV TR6,LOAD,IL
57967537,NORTHLAK138 KV TR1,LOAD,IL
57967539,NORTHLAK138 KV TR2,LOAD,IL
57967541,DELAWARE138 KV PARK,LOAD,OH
57967543,MADISON 138 KV T2,LOAD,IN
57967545,STUDEBAK138 KV T4,LOAD,IN
57967549,WESTAR 138 KV LOAD1,LOAD,IN
57967551,WESTAR 138 KV LOAD2,LOAD,IN
57967553,CRES DUQ138 KV T1,LOAD,PA
57967555,CRES DUQ138 KV T2,LOAD,PA
57967557,HIGH DUQ138 KV T1,LOAD,PA
57967559,HIGH DUQ138 KV T2,LOAD,PA
57967561,NORTH 138 KV WILDWOOD,LOAD,PA
57967563,LAWRNCVL34.5 KV TX1,LOAD,VA
57967565,LAWRNCVL34.5 KV TX2,LOAD,VA
57967569,BOWERSHL35 KV TX2,LOAD,VA
57967571,CHRCHLND35 KV TX7,LOAD,VA
57967573,WESTLNDG34.5 KV TX1,LOAD,VA
57967575,BECO 35 KV TX1,LOAD,VA
57967577,GREENWAY34.5 KV TX2,LOAD,VA
57967579,SWINKMIL35 KV TX2,LOAD,VA
57967581,PEACHGDP115 KV TX1,LOAD,VA
57967647,BEAVERBR230 KV KINSLYLF,GEN,NJ
57967649,BUSTLETO138 KV GHLF,GEN,NJ
57967651,NLEBNON 230 KV LEBANOLF,GEN,PA
57967653,PANTHER 69 KV MOSELMLF,GEN,PA
57967661,NEW_BALT34.5 KV NBALTMWF,GEN,PA
57967663,56 NO AU34.5 KV WESTAVLF,GEN,IL
57967665,LAWRNCVL34.5 KV BRUNSKLF,GEN,VA
57967667,HUNTIPSI138 KV GENDUMM2,EXT,VA
57967669,MIAMIFOR138 KV GENDUMMY,GEN,OH
57967671,NOBLESVI13 KV GENDUMMY,EXT,IN
57967673,WALTON_3230 KV GENDUMMY,EXT,GA
57967675,WALTON_3230 KV GENDUMM2,EXT,GA
57967679,WHEATLNA13 KV GENDUMMY,EXT,IN
57967707,LEECPL 18 KV GENDUMMY,EXT,NC
57967709,ROXBOROG24 KV GENDUMMY,EXT,NC
57967711,WAKE4 500 KV GENDUMM2,EXT,NC
57967713,MCGUIRE424 KV GENDUMMY,EXT,NC
57967715,BULLRU 23 KV GENDUMMY,EXT,TN
61482107,ATT 138 KV T1,LOAD,PA
61482109,ATT 138 KV T2,LOAD,PA
61482111,BURLE 138 KV T1,LOAD,PA
61482113,BURLE 138 KV T2,LOAD,PA
61482115,CATA TP 138 KV T1,LOAD,PA
61482117,CATA TP 138 KV T2,LOAD,PA
61482119,CEALALL 138 KV T1,LOAD,PA
61482121,CEALALL 138 KV T2,LOAD,PA
61482123,CRCKRPRT138 KV T1,LOAD,PA
61482125,CRCKRPRT138 KV T2,LOAD,PA
61482129,DONNELLE138 KV T1,LOAD,PA
61482131,DONNERVL138 KV T1,LOAD,PA
61482133,DONNERVL138 KV T2,LOAD,PA
61482135,DONNGRAV138 KV T1,LOAD,PA
61482137,DORNYVLE138 KV T1,LOAD,PA
61482139,DORNYVLE138 KV T2,LOAD,PA
61482141,E ALLENT138 KV T1,LOAD,PA
61482143,E ALLENT138 KV T2,LOAD,PA
61482145,EGYPT 138 KV T1,LOAD,PA
61482147,EGYPT 138 KV T2,LOAD,PA
61482149,ELANCAST138 KV T1,LOAD,PA
61482151,ELANCAST138 KV T2,LOAD,PA
61482155,LANCAIRP138 KV LAPR,LOAD,PA
61482157,LEOLA 138 KV T1,LOAD,PA
61482159,LEOLA 138 KV T2,LOAD,PA
61482161,NAMPTON 138 KV T1,LOAD,PA
61482163,NAMPTON 138 KV T2,LOAD,PA
61482165,NBRIDGEP138 KV T1,LOAD,PA
61482167,NBRIDGEP138 KV T2,LOAD,PA
61482169,PRINCEPL138 KV T1,LOAD,PA
61482171,PRINCEPL138 KV T2,LOAD,PA
61482173,PRINCEPL138 KV T3,LOAD,PA
61482175,PRINCEPL138 KV T4,LOAD,PA
61482177,ROHRSTOW138 KV T1,LOAD,PA
61482179,ROHRSTOW138 KV T2,LOAD,PA
61482181,TANNERSV138 KV T1,LOAD,PA
61482183,S WHI 138 KV T1,LOAD,PA
61482185,S WHI 138 KV T2,LOAD,PA
61482187,SCHNCKVL138 KV T1,LOAD,PA
61482189,SCHNCKVL138 KV T2,LOAD,PA
61482191,SUMNER 138 KV T1,LOAD,PA
61482193,SUMNER 138 KV T2,LOAD,PA
61482195,VERNON 115 KV SUGARLFD,LOAD,NJ
61482197,VERNON 115 KV SUGARLFJ,LOAD,NJ
61482199,GRANTLEY69 KV YORK,LOAD,PA
61482201,GRANTLEY69 KV GRANTLEY,LOAD,PA
61482203,HOKES 69 KV LEHIPORT,LOAD,PA
61482205,HOKES 69 KV #4B-13,LOAD,PA
61482207,HOKES 69 KV #1B-13,LOAD,PA
61482209,VIOLET H69 KV BK_2,LOAD,PA
61482211,VIOLET H69 KV BK_1,LOAD,PA
61482213,BEDFORD 115 KV WILLSAEC,LOAD,PA
61482215,FLORENCE115 KV T2 LOAD,LOAD,PA
61482217,STROY 115 KV TENN GAS,LOAD,PA
61482219,LAKEAVEN69 KV T8,LOAD,NJ
61482221,PENNSGRO69 KV T1 LD,LOAD,NJ
61482223,CRESSKIL69 KV BK137 LD,LOAD,NJ
61482225,CRESSKIL69 KV BK237 LD,LOAD,NJ
61482227,DARLNGTO138 KV BK1 LD,LOAD,NJ
61482229,DARLNGTO138 KV BK2 LD,LOAD,NJ
61482233,EAGLE 138 KV T3,LOAD,MD
61482235,HARDY 138 KV T4,LOAD,WV
61482237,STEPHENS138 KV T1,LOAD,VA
61482239,STEPHENS138 KV T2,LOAD,VA
61482241,FOREST2 138 KV T2,LOAD,VA
61482243,GRANGER 138 KV T2,LOAD,MI
61482245,HANTHORN138 KV GOE,LOAD,OH
61482247,JEHUBRAN138 KV E,LOAD,OH
61482249,NHAVERHI69 KV SUN COKE,LOAD,OH
61482251,NORTHLAN138 KV T2,LOAD,IN
61482253,OTTER 138 KV LOAD1,LOAD,VA
61482255,STARKEY 138 KV T2,LOAD,VA
61482257,TIDD_AEP138 KV FGD A,LOAD,OH
61482259,TIDD_AEP138 KV FGD B,LOAD,OH
61482271,FRACKVIL69 KV LRIDGWF2,GEN,PA
61482273,GOULDST 13 KV SPAPERD1,GEN,MD
61482275,PARLIN 230 KV DPONTNUG,GEN,NJ
61482287,SELDOMWF115 KV SELDOMWF,GEN,PA
61482289,DENNIS 230 KV DENN SVC,GEN,NJ
61482291,QUINTON 69 KV QUITONLF,GEN,NJ
61482293,BLACKOAK500 KV SVC,GEN,MD
61482295,107 DIXO138 KV ADAMWF,GEN,IL
61482297,387 BLAC138 KV WINNEBLF,GEN,IL
61482301,81 TOULO138 KV CAMPGAEP,GEN,IL
61482303,81 TOULO138 KV CAMPGCE,GEN,IL
61482305,981 CRES138 KV PROVIDWF,GEN,IL
61482309,G311 138 KV ROBBINLF,GEN,IL
61482311,NHAVERHI13 KV SCOKEG1,GEN,OH
61482313,SHARPREA69 KV WENNING,GEN,OH
61482315,SHACKLFD35 KV SHACKLF,GEN,VA
62871481,BRISTERSEHV LMP,EHV,VA
62871483,GREENGAPEHV LMP,EHV,WV
63381135,LEONIA 230 KV T-2,LOAD,NJ
63381137,LEONIA 230 KV T-4,LOAD,NJ
63381139,SADDLEBR138 KV T-1,LOAD,NJ
63381141,SUNNYMEA13 KV LOAD4,LOAD,NJ
63381143,BETZWOOD230 KV LOAD2,LOAD,PA
63381145,BESTGATE13.8 KV 110-1LD,LOAD,MD
63381147,BESTGATE13.8 KV 110-2LD,LOAD,MD
63381149,BESTGATE13.8 KV 110-3LD,LOAD,MD
63381151,CEDARPRK13.8 KV 110-6LD,LOAD,MD
63381153,CEDARPRK13.8 KV 110-7LD,LOAD,MD
63381155,CEDARPRK34.5 KV 110-1LD,LOAD,MD
63381157,CEDARPRK34.5 KV 110-2LD,LOAD,MD
63381159,COLDSPRI13.8 KV T1 LOAD,LOAD,MD
63381161,COLDSPRI13.8 KV T2 LOAD,LOAD,MD
63381163,COLU BC 13.8 KV 230-1LD,LOAD,MD
63381165,COLU BC 13.8 KV 230-2LD,LOAD,MD
63381167,COLU BC 34.5 KV 230-4LD,LOAD,MD
63381169,CROWNSVI13.8 KV 110-1LD,LOAD,MD
63381171,EDGEWOO134.5 KV 110-4 LD,LOAD,MD
63381173,EDGEWOO134.5 KV 110-5 LD,LOAD,MD
63381175,HARFORD 34.5 KV 110-1LD,LOAD,MD
63381177,HARFORD 34.5 KV 110-2LD,LOAD,MD
63381179,HARFORD 34.5 KV 110-7LD,LOAD,MD
63381181,HARFORD 34.5 KV 110-8LD,LOAD,MD
63381183,HARFORD 34.5 KV 110-9LD,LOAD,MD
63381185,HIGHLAND13.8 KV 110-1LD,LOAD,MD
63381187,HIGHLAND13.8 KV 110-2LD,LOAD,MD
63381189,HIGHLAND34.5 KV 110-3LD,LOAD,MD
63381191,HIGHLAND34.5 KV 110-4LD,LOAD,MD
63381193,HIGHRIDG115 KV 33-1LOAD,LOAD,MD
63381195,HIGHRIDG115 KV 33-2LOAD,LOAD,MD
63381197,HIGHRIDG115 KV 33-3LOAD,LOAD,MD
63381207,JOPPATOW13.8 KV 110-1LD,LOAD,MD
63381209,MARTT HL34.5 KV 110-1LD,LOAD,MD
63381211,MARTT HL34.5 KV 110-2LD,LOAD,MD
63381213,MTWASHIG13.8 KV T1 LOAD,LOAD,MD
63381215,MTWASHIG13.8 KV T2 LOAD,LOAD,MD
63381217,MTWASHIG13.8 KV T3 LOAD,LOAD,MD
63381219,NORTHEAS115 KV 110-1,LOAD,MD
63381221,NORTHEAS115 KV 110-2,LOAD,MD
63381223,ORCHARDS115 KV 110-1,LOAD,MD
63381225,ORCHARDS115 KV 110-2,LOAD,MD
63381227,ORCHARDS115 KV 110-3,LOAD,MD
63381229,ORCHARDS115 KV 110-4,LOAD,MD
63381231,PRIS BDG13.8 KV 110-3LD,LOAD,MD
63381233,PRIS BDG13.8 KV 110-4LD,LOAD,MD
63381235,PRIS BDG34.5 KV 110-1LD,LOAD,MD
63381237,PRIS BDG34.5 KV 110-2LD,LOAD,MD
63381239,RIVAROAD13.8 KV 110-2LD,LOAD,MD
63381241,RIVAROAD34.5 KV 110-3LD,LOAD,MD
63381243,RIVAROAD34.5 KV 110-4LD,LOAD,MD
63381245,SNOWDENR13.8 KV 230-1LD,LOAD,MD
63381247,SNOWDENR13.8 KV 230-2LD,LOAD,MD
63381249,SNOWDENR13.8 KV 230-3LD,LOAD,MD
63381251,WILDELAK13.8 KV 230-1LD,LOAD,MD
63381253,WILDELAK13.8 KV 230-2LD,LOAD,MD
63381255,WILDELAK13.8 KV 230-3LD,LOAD,MD
63381265,BARTONVI138 KV T4,LOAD,VA
63381267,LOYALHAN138 KV T63,LOAD,PA
63381269,BLACKLIC138 KV T3,LOAD,OH
63381271,MALISZEW138 KV T5,LOAD,OH
63381273,PROGRESS138 KV T1,LOAD,OH
63381277,ARSENAL 138 KV T3,LOAD,PA
63381279,HIGH DUQ138 KV T3,LOAD,PA
63381281,BALSTON 35 KV TX2,LOAD,VA
63381283,CNTRVLIN35 KV TX3LOAD,LOAD,VA
63381285,LADYSMCT35 KV SX3,LOAD,VA
63381375,FALLS 35 KV SOLARFAC,GEN,PA
63381377,CARLLS 69 KV CUMBERLF,GEN,NJ
63381383,LADYSMCT18 KV GT3,GEN,VA
63381385,LADYSMCT18 KV GT4,GEN,VA
63381387,CAMPBELL18 KV CA3,EXT,MI
63381439,PALISAD222 KV PA1,EXT,MI
63381459,MALISZEWEHV LMP,EHV,OH
65732029,LAKENELS230 KV T220-1,LOAD,NJ
65732031,NEWLINVI35 KV LOAD2,LOAD,PA
65732033,NEWLINVI35 KV LOAD3,LOAD,PA
65732035,BRUNNERI230 KV T40,LOAD,PA
65732037,BRUNNERI230 KV T50,LOAD,PA
65732039,MONTOUR 230 KV T40,LOAD,PA
65732041,MONTOUR 230 KV T30,LOAD,PA
65732043,BUENAVIS34.5 KV 230-1LD,LOAD,MD
65732045,BUENAVIS34.5 KV 230-2LD,LOAD,MD
65732047,CHESTNUT13 KV 110-1LD,LOAD,MD
65732049,CHESTNUT13 KV 110-2LD,LOAD,MD
65732051,CRYSTLSP34.5 KV 110-1LD,LOAD,MD
65732053,CRYSTLSP34.5 KV 110-2LD,LOAD,MD
65732055,DORSEYRN13.8 KV 110-1LD,LOAD,MD
65732057,DORSEYRN13.8 KV 110-2LD,LOAD,MD
65732059,FERNDALE13.8 KV 110-3LD,LOAD,MD
65732061,FERNDALE13.8 KV 110-2LD,LOAD,MD
65732063,FINKSBUR13.8 KV 110-3LD,LOAD,MD
65732065,FINKSBUR34.5 KV 110-1LD,LOAD,MD
65732067,FINKSBUR34.5 KV 110-2LD,LOAD,MD
65732071,MAPESRD 115 KV NSA1,LOAD,MD
65732073,MAPESRD 115 KV NSA2,LOAD,MD
65732075,NAJ 13.8 KV 110-1LD,LOAD,MD
65732077,NAJ 13.8 KV 110-6LD,LOAD,MD
65732079,NAJ 34.5 KV 110-2LD,LOAD,MD
65732081,NAJ 34.5 KV 110-3LD,LOAD,MD
65732083,NAJ 34.5 KV 110-4LD,LOAD,MD
65732085,RIDGVIEW13.8 KV 110-1LD,LOAD,MD
65732087,RIDGVIEW13.8 KV 110-2LD,LOAD,MD
65732089,SHIPLEY 13.8 KV 110-6LD,LOAD,MD
65732091,SHIPLEY 13.8 KV 110-5LD,LOAD,MD
65732093,SHIPLEY 34.5 KV 110-1LD,LOAD,MD
65732095,SHIPLEY 34.5 KV 110-2LD,LOAD,MD
65732097,SHIPLEY 34.5 KV 110-3LD,LOAD,MD
65732099,WESMSTER13.8 KV 110-3LD,LOAD,MD
65732101,WESMSTER13.8 KV 110-4LD,LOAD,MD
65732103,WESMSTER34.5 KV 110-1LD,LOAD,MD
65732105,WESMSTER34.5 KV 110-2LD,LOAD,MD
