PNODEID,PNODENAME,PNODETYPE,STATE
49323,GILBERT 34 KV 4.8 KV,LOAD,NJ
49324,GILBERT 34 KV V750,LOAD,NJ
49325,GILBERT 34 KV B28,LOAD,NJ
49326,GILBERT 34 KV J712,LOAD,NJ
49327,GILLETTE230 KV BK 1,LOAD,NJ
49328,GILLETTE230 KV BK 2,LOAD,NJ
49329,GLENGARD34 KV BK 3,LOAD,NJ
49330,GLENGARD34 KV BK 4,LOAD,NJ
49331,GLENGARD34 KV C731,LOAD,NJ
49332,GLENGARD34 KV U723,LOAD,NJ
49333,GLENGARD34 KV T748,LOAD,NJ
49334,GLENGARD34 KV G735,LOAD,NJ
49335,GLENGARD34 KV R720,LOAD,NJ
49336,GLENGARD34 KV F760,LOAD,NJ
49337,GREYSTON230 KV BK 1,LOAD,NJ
49338,GREYSTON230 KV BK 2,LOAD,NJ
49339,GREYSTON230 KV BK 3,LOAD,NJ
49340,GREYSTON230 KV BK 4,LOAD,NJ
49342,MERRILCR115 KV 1 TX 1,LOAD,NJ
49345,MORRISPA115 KV BK 1,LOAD,NJ
49346,MORRISPA230 KV BK 2,LOAD,NJ
49347,MORRISTO230 KV BK 5,LOAD,NJ
49348,MORRISTO230 KV BK 6,LOAD,NJ
49349,NEWTON 230 KV 2TX 23,LOAD,NJ
49350,NEWTON 230 KV 1TX 23,LOAD,NJ
49352,POHATCON230 KV BK 1,LOAD,NJ
49356,STON JC 115 KV BK 2,LOAD,NJ
49357,STON JC 230 KV BK 1,LOAD,NJ
49358,SUMM JC 230 KV TW TX,LOAD,NJ
49359,SUMM JC 230 KV TE TX,LOAD,NJ
49360,TRAYNOR 230 KV BK 12,LOAD,NJ
49361,TRAYNOR 230 KV BK 11,LOAD,NJ
49362,TRAYNOR 230 KV BK 13,LOAD,NJ
49363,TRAYNOR 230 KV BK 14,LOAD,NJ
49364,VERNON 115 KV BK 4,LOAD,NJ
49365,VERNON 115 KV BK 1,LOAD,NJ
49366,WHIPPANY230 KV BK 7,LOAD,NJ
49367,WHIPPANY230 KV BK 8,LOAD,NJ
49368,WWHARTON230 KV BK 2,LOAD,NJ
49369,WWHARTON230 KV BK 1,LOAD,NJ
49370,ATLANTIC34 KV BANK1,LOAD,NJ
49373,DEEPRN 115 KV BANK 1,LOAD,NJ
49374,DEEPRN 115 KV BANK 2,LOAD,NJ
49378,FRENEAU 230 KV BK 3,LOAD,NJ
49379,FRENEAU 230 KV LBK 4,LOAD,NJ
49380,FRENEAU 230 KV BK 1,LOAD,NJ
49381,FRENEAU 230 KV BK 2,LOAD,NJ
49382,LARRABEE230 KV BK 3,LOAD,NJ
49383,LARRABEE230 KV BK 4,LOAD,NJ
49384,LARRABEE230 KV BK 7,LOAD,NJ
49385,LARRABEE230 KV BK 8,LOAD,NJ
49386,LARRABEE230 KV BK 9,LOAD,NJ
49387,LAKEWOOD230 KV NUG,LOAD,NJ
49388,LEISUREV230 KV BK 1,LOAD,NJ
49389,LEISUREV230 KV BANK 2,LOAD,NJ
49390,LEISUREV230 KV BK 3,LOAD,NJ
49391,LEISUREV230 KV BK 4,LOAD,NJ
49393,MANITOU 230 KV BK 6,LOAD,NJ
49394,MANITOU 230 KV BK 5,LOAD,NJ
49395,NEJESCO 230 KV 1 TX,LOAD,NJ
49396,NEJESCO 230 KV 2 TX,LOAD,NJ
49397,NEJESCO 230 KV 3 TX,LOAD,NJ
49398,NJTABERD230 KV UBW TX,LOAD,NJ
49399,NJTABERD230 KV UBE TX,LOAD,NJ
49400,NJTREDBA230 KV UBW TX,LOAD,NJ
49401,NJTREDBA230 KV UBE TX,LOAD,NJ
49404,OYSTERCR230 KV BK 7,LOAD,NJ
49405,OYSTERCR230 KV BK 8,LOAD,NJ
49406,REDBAJCT230 KV BK 1,LOAD,NJ
49407,REDBAJCT230 KV BK 2,LOAD,NJ
49408,REDBAJCT230 KV BK 7,LOAD,NJ
49409,REDBAJCT230 KV BK 8,LOAD,NJ
49410,SAYREVIL69 KV 3 TX,LOAD,NJ
49411,SAYREVIL69 KV 10 TX,LOAD,NJ
49412,SAYREVIL115 KV BK 4,LOAD,NJ
49413,SAYREVIL115 KV BK 14,LOAD,NJ
49415,WERNER 115 KV BK 12,LOAD,NJ
49419,ALLEN 115 KV LD1,LOAD,PA
49420,BAIR 115 KV 1 BANK,LOAD,PA
49422,BELFAST 115 KV 3 BANK,LOAD,PA
49423,CATTRACT115 KV PSUED,LOAD,PA
49424,CLY 115 KV LD1,LOAD,PA
49425,COLLINS 115 KV LD1,LOAD,PA
49426,CROSSROA115 KV 1 BANK,LOAD,PA
49427,DILLSBUR115 KV LD1,LOAD,PA
49428,FOXHILL 230 KV 1BANK,LOAD,PA
49431,GERMANTO115 KV 2B42,LOAD,PA
49434,HAMILTON115 KV 1 BANK,LOAD,PA
49435,HAMILTON115 KV 2 BANK,LOAD,PA
49436,HARLEY D115 KV 1 BANK,LOAD,PA
49439,JACK ME 115 KV 1B BAN,LOAD,PA
49440,JEBAKER 115 KV 1 BANK,LOAD,PA
49441,LINCOLN 115 KV 1 BANK,LOAD,PA
49442,LINCOLN 115 KV 2 BANK,LOAD,PA
49444,MENGES 115 KV 1B62,LOAD,PA
49446,MIDDLJCT69 KV 3BANK,LOAD,PA
49447,MOUN ME 115 KV 3B12,LOAD,PA
49448,MOUN ME 115 KV 1B12,LOAD,PA
49449,MTROSE 115 KV 1 BANK,LOAD,PA
49450,NEWBERRY115 KV 1 BANK,LOAD,PA
49451,NEWBERRY115 KV 2 BANK,LOAD,PA
49455,NHANOVER115 KV 4 BANK,LOAD,PA
49456,NHANOVER115 KV 3 BANK,LOAD,PA
49460,NORTHWOO230 KV 3 BANK,LOAD,PA
49461,NORTHWOO230 KV 2 BANK,LOAD,PA
49463,ORRTANNA115 KV LD1,LOAD,PA
49464,OXFORD 115 KV 1 BANK,LOAD,PA
49465,PHGLATFE115 KV PSEUD,LOAD,PA
49467,PPGI 115 KV LD1,LOAD,PA
49468,PPGI 115 KV LD2,LOAD,PA
49469,QUEEN ST115 KV 2 BANK,LOAD,PA
49470,ROUNDTOP115 KV 1B72,LOAD,PA
49471,ROUNDTOP115 KV 1B71,LOAD,PA
49477,SMITHST 115 KV LD2,LOAD,PA
49478,SMITHST 115 KV LD3,LOAD,PA
49479,SREADING69 KV LD1,LOAD,PA
49480,SREADING69 KV LD2,LOAD,PA
49481,STRABAN 115 KV 1 BANK,LOAD,PA
49482,TAXVILLE115 KV 1 BANK,LOAD,PA
49483,TAXVILLE115 KV 3 BANK,LOAD,PA
49484,TMI 230 KV LD1,LOAD,PA
49485,TMI 230 KV LD2,LOAD,PA
49486,TMI 230 KV LD3,LOAD,PA
49487,TOLNA 115 KV 1B02,LOAD,PA
49488,TOLNA 115 KV 3B02,LOAD,PA
49489,VIOLET H115 KV 4 BANK,LOAD,PA
49494,WIND ME 115 KV 3 BANK,LOAD,PA
49495,WIND ME 115 KV 4 BANK,LOAD,PA
49496,YOE 115 KV 2 BANK,LOAD,PA
49497,YORKANA 13 KV LOAD,LOAD,PA
49498,ZIONSVIE115 KV 1B12,LOAD,PA
49499,ZIONSVIE115 KV 2B12,LOAD,PA
49500,ALLEGHEN115 KV 1 TX,LOAD,PA
49501,ALLEGHEN115 KV 2 TX,LOAD,PA
49504,BEDFORD 115 KV LOAD 1,LOAD,PA
49505,BEDFORD 115 KV LOAD 2,LOAD,PA
49506,BLAIN 115 KV #1 TX,LOAD,PA
49507,BLOSSBUR34 KV BLOSB,LOAD,PA
49509,BROOKVIL138 KV 1 TX,LOAD,PA
49510,BROOKVIL138 KV 2 TX,LOAD,PA
49514,CARL PN 115 KV LOAD1,LOAD,PA
49515,CARL PN 115 KV LOAD2,LOAD,PA
49516,CLAYSBUR115 KV NO.1T,LOAD,PA
49518,CENTRALC115 KV 1 TX,LOAD,PA
49521,COLVERPO115 KV CLVR,LOAD,PA
49522,CONEMAUG115 KV START,LOAD,PA
49523,COOPER 115 KV NO.1 T,LOAD,PA
49524,COOPER 115 KV NO.3 T,LOAD,PA
49525,COOPER 115 KV NO.2 T,LOAD,PA
49528,CURRYVIL115 KV #1 TX,LOAD,PA
49529,DEEPCRK 12 KV ONE,LOAD,PA
49530,DIXONVIL115 KV 1 TX,LOAD,PA
49533,DUBOIS 115 KV 1-TX,LOAD,PA
49534,EDGEWOOD115 KV NO.1 T,LOAD,PA
49536,ESAYRE 115 KV #3 TX,LOAD,PA
49538,ETOWANDA115 KV 1 TX,LOAD,PA
49539,ETOWANDA115 KV 5 TX,LOAD,PA
49540,ETOWANDA115 KV 2 TX,LOAD,PA
49541,ECLIPSE 115 KV 1 TX,LOAD,PA
49542,ECLIPSE 115 KV 2 TX,LOAD,PA
49543,EDINBORO115 KV 1 TX,LOAD,PA
49544,EDINBORO115 KV 2 TX,LOAD,PA
49545,ELMST 115 KV 1TX,LOAD,PA
49546,ERIEE 230 KV 1 TX 3,LOAD,PA
49547,ERIES 230 KV 3 TX 3,LOAD,PA
49548,ERIES 230 KV 4 TX 3,LOAD,PA
49549,ERIES 230 KV 7 TX,LOAD,PA
49550,ERIEW 115 KV 2 TX,LOAD,PA
49551,FAIRVIEW115 KV LOAD1,LOAD,PA
49552,FAIRVIEW115 KV LOAD2,LOAD,PA
49554,FRENCHRD115 KV 1 TX,LOAD,PA
49555,FRENCHRD115 KV 2 TX,LOAD,PA
49556,FRENCHRD115 KV 5 TX,LOAD,PA
49557,FARMERSV115 KV LOAD1,LOAD,PA
49558,FARMERSV115 KV LOAD2,LOAD,PA
49559,GARMAN 115 KV 1 TX,LOAD,PA
49560,GENEVA 115 KV NO3 TX,LOAD,PA
49561,GENEVA 115 KV NO1 TX,LOAD,PA
49562,GENEVA 115 KV NO2 TX,LOAD,PA
49564,GLORY 115 KV NO7 TX,LOAD,PA
49565,GOLD 115 KV NO.1 T,LOAD,PA
49566,GRANDVIE115 KV 2 TX,LOAD,PA
49568,GREENGAR115 KV 1 TX,LOAD,PA
49570,HARVEYRN115 KV 1 TX,LOAD,PA
49571,HAYNIE 115 KV 1 TX,LOAD,PA
49572,HILLTOP 115 KV 1 TX,LOAD,PA
49573,HILLTOP 115 KV 2 TX,LOAD,PA
49574,HILLVALL115 KV #1 TX,LOAD,PA
49579,HOOVERSV115 KV 1 TX 1,LOAD,PA
49580,HOOVERSV115 KV 2 TX 1,LOAD,PA
49581,JACK PN 115 KV #1 TX,LOAD,PA
49582,JACK PN 115 KV #2 TX,LOAD,PA
49583,JOHNSTOW230 KV BTH ST,LOAD,PA
49584,KEYSTONE20 KV SS #3,LOAD,PA
49585,KEYSTONE20 KV SS #4,LOAD,PA
49586,KEYSTONE230 KV 1C TX,LOAD,PA
49587,KEYSTONE230 KV 2C TX,LOAD,PA
49588,LENOX 115 KV 1 TX,LOAD,PA
49589,LEWISRN 115 KV 1 TX,LOAD,PA
49590,LEWISRN 115 KV 3 TX,LOAD,PA
49591,LEWISRN 230 KV 2 TX,LOAD,PA
49592,LEWISTOW46 KV NO1 TX,LOAD,PA
49593,LEWISTOW46 KV NO2 TX,LOAD,PA
49594,LUCERNE 115 KV NO1 TX,LOAD,PA
49595,LUCERNE 115 KV NO2 TX,LOAD,PA
49596,MADERA 115 KV 2 TX,LOAD,PA
49597,MADERA 115 KV 1 TX,LOAD,PA
49598,MANS PN 34 KV LWRNCV,LOAD,PA
49599,MANS PN 34 KV TROY,LOAD,PA
49600,MANS PN 34 KV WELLSB,LOAD,PA
49604,MEYERSDA115 KV NO1 TX,LOAD,PA
49605,MORGANST115 KV 1 TX,LOAD,PA
49606,MORGANST115 KV 2 TX,LOAD,PA
49607,MORGANST115 KV 5 TX,LOAD,PA
49608,NILESVAL115 KV WLSBR1,LOAD,PA
49609,NILESVAL115 KV WLSBR2,LOAD,PA
49610,NMESHOPP115 KV 2 TX,LOAD,PA
49611,NMESHOPP115 KV 1 TX,LOAD,PA
49612,OSCEOLA 115 KV 1 TX,LOAD,PA
49613,OSTERBUR115 KV 1 TX,LOAD,PA
49614,OXBOW 230 KV ONE,LOAD,PA
49615,PENNMAR 22 KV ONE,LOAD,PA
49616,PENNTECH13 KV LOAD,LOAD,PA
49617,PHILIPSB115 KV ONE,LOAD,PA
49618,PHILIPSB115 KV TWO,LOAD,PA
49619,PINEY 12 KV STA.SV,LOAD,PA
49620,PINEY 34 KV EMLEN,LOAD,PA
49621,PINEY 34 KV CROWN,LOAD,PA
49622,PINEYCRK115 KV LOAD,LOAD,PA
49623,PROSPECT115 KV 1 CONV,LOAD,PA
49624,PROSPECT115 KV 2 CONV,LOAD,PA
49625,PUNXSUTA115 KV 1 TX,LOAD,PA
49626,QUEMAHON230 KV ONE,LOAD,PA
49627,QUEMAHON230 KV TWO,LOAD,PA
49628,RACHELHI115 KV NO1 TX,LOAD,PA
49629,RACHELHI115 KV NO2 TX,LOAD,PA
49630,RALPHTON115 KV NO.1 T,LOAD,PA
49631,RAYSTOWN46 KV ONE,LOAD,PA
49632,REEDSGAP115 KV 1 TX,LOAD,PA
49633,REEDERST115 KV NO1 TX,LOAD,PA
49634,REEDERST115 KV NO2 TX,LOAD,PA
49635,ROCKWOOD115 KV NO1 TX,LOAD,PA
49636,ROCKTONM115 KV NO.1 T,LOAD,PA
49637,ROLL PN 115 KV 1 TX,LOAD,PA
49639,SABINSVI34 KV WELLBR,LOAD,PA
49640,SABINSVI34 KV OSCEOL,LOAD,PA
49641,SALIX 115 KV NO1 TX,LOAD,PA
49642,SAXTON 115 KV 6 TX,LOAD,PA
49643,SCALPLEV115 KV NO.1 T,LOAD,PA
49645,SEWARD 115 KV NO.3 T,LOAD,PA
49646,SEWARD 115 KV NO.8 T,LOAD,PA
49649,SHADEGAP115 KV NO1 TX,LOAD,PA
49650,SHAWVILL34 KV 14 TX,LOAD,PA
49651,SHAWVILL115 KV NO.15,LOAD,PA
49653,SHELOCTA115 KV 1 TX,LOAD,PA
49654,SNAKESPR115 KV 1 TX,LOAD,PA
49655,SNAKESPR115 KV 2 TX,LOAD,PA
49656,SOME PN 115 KV ONE,LOAD,PA
49657,SOME PN 115 KV TWO,LOAD,PA
49658,SPANGLER115 KV 2 TX,LOAD,PA
49659,SPRINGBO115 KV 1 TX,LOAD,PA
49660,SPRUCEST115 KV 1 TX,LOAD,PA
49661,SPRUCEST115 KV 2 TX,LOAD,PA
49666,THOMPSON115 KV 1 TX,LOAD,PA
49667,THREESPR115 KV 1 TX,LOAD,PA
49668,TIFFANY 115 KV #1 TX,LOAD,PA
49669,TIFFANY 115 KV #2 TX,LOAD,PA
49670,TIMBLIN 34 KV LD1,LOAD,PA
49671,TITUSVIL115 KV LD1,LOAD,PA
49672,TITUSVIL115 KV LD2,LOAD,PA
49674,TOWERHIL115 KV NO1 TX,LOAD,PA
49675,TOWER51 115 KV LD1,LOAD,PA
49676,TOWER51 115 KV LD2,LOAD,PA
49677,TWOMILE 115 KV 1BANK,LOAD,PA
49678,TYRONEN 115 KV 1 TX,LOAD,PA
49679,TYRONEN 115 KV 2 TX,LOAD,PA
49681,UTICAJCT115 KV 1 TX 3,LOAD,PA
49682,WARD 115 KV 1 BANK,LOAD,PA
49683,WARREN 34 KV FORGE,LOAD,PA
49684,WARREN 34 KV 2NATL,LOAD,PA
49685,WARREN 34 KV 1NATL,LOAD,PA
49686,WARREN 34 KV 1EDDY,LOAD,PA
49687,WARREN 34 KV 2EDDY,LOAD,PA
49688,WARREN 34 KV WAR E,LOAD,PA
49689,WARRENS 115 KV 1 TX,LOAD,PA
49691,WESTOVER115 KV 1-TX,LOAD,PA
49692,WHETSTON115 KV BRCKW,LOAD,PA
49693,YEAGERTO230 KV NO.1 T,LOAD,PA
49694,YEAGERTO230 KV NO.2 T,LOAD,PA
49695,YEAGERTO230 KV #3 TX,LOAD,PA
49701,BELLSMIL34 KV LD1B,LOAD,MD
49702,BELLSMIL34 KV LD2B,LOAD,MD
49703,BELLSMIL34 KV LD3B,LOAD,MD
49704,BELLSMIL34 KV LD4B,LOAD,MD
49705,BELLSMIL69 KV 69-1,LOAD,MD
49706,BELLSMIL69 KV 69-2,LOAD,MD
49707,BELLSMIL69 KV 69-3,LOAD,MD
49708,BELLSMIL69 KV 69-4,LOAD,MD
49710,BENNING 69 KV LOAD46,LOAD,DC
49711,BENNING 69 KV LOAD47,LOAD,DC
49712,BENNING 69 KV LOAD48,LOAD,DC
49713,BENNING 69 KV LOAD49,LOAD,DC
49714,BENNING 230 KV 230-1,LOAD,DC
49715,BENNING 230 KV 230-2,LOAD,DC
49716,BENNING 230 KV 230-3,LOAD,DC
49717,BENNING 230 KV 230-4,LOAD,DC
49718,BETHESDA34 KV LD1,LOAD,MD
49719,BETHESDA34 KV LD2,LOAD,MD
49720,BETHESDA34 KV LD3,LOAD,MD
49721,BETHESDA34 KV LD4,LOAD,MD
49722,BLADENSB13 KV LD1,LOAD,MD
49723,BLADENSB13 KV LD2,LOAD,MD
49724,BLADENSB13 KV LD3,LOAD,MD
49734,HAWKINS 230 KV 2301B,LOAD,MD
49735,HAWKINS 230 KV 2304B,LOAD,MD
49736,LANHAM 13 KV 13LD1,LOAD,MD
49737,LANHAM 13 KV 13LD2,LOAD,MD
49738,LANHAM 13 KV 13LD3,LOAD,MD
49739,LANHAM 34 KV 34LD1,LOAD,MD
49740,LANHAM 34 KV 34LD2,LOAD,MD
49741,LANHAM 34 KV 34LD3,LOAD,MD
49742,METZTAP 69 KV LD1,LOAD,MD
49743,METZTAP 69 KV LD2,LOAD,MD
49744,METZTAP 69 KV LD3,LOAD,MD
49745,METZTAP 69 KV LD4,LOAD,MD
49747,NORBECK 69 KV LD1,LOAD,MD
49748,NORBECK 69 KV LD2,LOAD,MD
49749,NORBECK 69 KV LD3,LOAD,MD
49750,NORBECK 69 KV LD4,LOAD,MD
49752,PALMERS 69 KV LD1,LOAD,MD
49753,PALMERS 69 KV LD2,LOAD,MD
49754,PALMERS 69 KV LD3,LOAD,MD
49755,POTOMAC 69 KV LD1,LOAD,DC
49756,POTOMAC 69 KV LD2,LOAD,DC
49757,POTOMAC 69 KV LD3,LOAD,DC
49758,POTOMAC 69 KV LD4,LOAD,DC
49759,POTOMAC 69 KV LD5,LOAD,DC
49760,POTOMAC 69 KV LD6,LOAD,DC
49761,QUINCEOR69 KV LD1,LOAD,MD
49762,QUINCEOR69 KV LD2,LOAD,MD
49763,QUINCEOR69 KV LD3,LOAD,MD
49764,RITCHIE 69 KV LD2B,LOAD,MD
49765,RITCHIE 69 KV LD3B,LOAD,MD
49766,RITCHIE 69 KV LD4B,LOAD,MD
49770,TAKOMA 34 KV 34-1,LOAD,MD
49771,TAKOMA 34 KV 34-2,LOAD,MD
49772,TAKOMA 34 KV 34-3,LOAD,MD
49773,TAKOMA 34 KV 34-4,LOAD,MD
49775,TAKOMA 69 KV 69-2,LOAD,MD
49779,TUXEDO 13 KV 13-1,LOAD,MD
49780,TUXEDO 13 KV 13-2,LOAD,MD
49781,TUXEDO 13 KV 13-3,LOAD,MD
49783,WILDERCR13 KV 13-1,LOAD,MD
49784,WILDERCR13 KV 13-2,LOAD,MD
49785,WILDERCR13 KV 13-3,LOAD,MD
49786,ATCO 69 KV BUS1,LOAD,NJ
49787,ATCO 69 KV BUS4,LOAD,NJ
49788,BECKETT 69 KV LOAD1,LOAD,NJ
49789,BERLIN 69 KV IBUS,LOAD,NJ
49790,BRIDGEPO230 KV BUS 3,LOAD,NJ
49791,BUTLER 69 KV LOAD1,LOAD,NJ
49792,CARDIFF 69 KV LOAD1,LOAD,NJ
49796,CHAMBERS230 KV BUS3,LOAD,NJ
49797,CHURCHTO69 KV BUS1,LOAD,NJ
49799,DEEPWATE69 KV IBUS,LOAD,NJ
49800,DOROTHY 138 KV FBUS,LOAD,NJ
49803,GLASSBOR69 KV BUS2,LOAD,NJ
49804,GLASSBOR69 KV BUS3,LOAD,NJ
49805,GLASSBOR69 KV BUS5,LOAD,NJ
49808,LANDIS 138 KV FBUS,LOAD,NJ
49809,LAUREL 69 KV BUS1,LOAD,NJ
49810,LAUREL 69 KV BUS3,LOAD,NJ
49811,LEWIS 69 KV BU1,LOAD,NJ
49812,LEWIS 69 KV LOAD2,LOAD,NJ
49813,LINDENWO69 KV BUS1,LOAD,NJ
49814,MANTUA 69 KV BUS1,LOAD,NJ
49815,MICKLETO69 KV BUS1,LOAD,NJ
49818,MINOTOLA138 KV 1BUS,LOAD,NJ
49819,MINOTOLA138 KV 3BUS,LOAD,NJ
49828,NEWPORT 69 KV LOAD1,LOAD,NJ
49829,OLDMAN 69 KV LOAD1,LOAD,NJ
49830,ONTARIO 69 KV LOAD1,LOAD,NJ
49831,PAULSBRO69 KV LOAD1,LOAD,NJ
49832,PAULSBRO69 KV LOAD2,LOAD,NJ
49833,PEDRICKT230 KV BUS1,LOAD,NJ
49834,PINEHILL69 KV 1BUS,LOAD,NJ
49835,PINEHILL69 KV 3BUS,LOAD,NJ
49836,PITMAN 69 KV 2BUS,LOAD,NJ
49837,RIVER 69 KV LOAD1,LOAD,NJ
49838,SCULL 138 KV BUS1,LOAD,NJ
49839,SCULL 138 KV BUS2,LOAD,NJ
49840,SECONDST69 KV LOAD1,LOAD,NJ
49842,SICKLER 69 KV 2BUS,LOAD,NJ
49843,SILVERLA69 KV BUS2,LOAD,NJ
49844,SILVERLA69 KV BUS5,LOAD,NJ
49845,SMILLVIL69 KV LOAD1,LOAD,NJ
49850,TANSBORO69 KV BUS3,LOAD,NJ
49851,TERRACE 69 KV BUS1,LOAD,NJ
49852,TERRACE 69 KV BUS3,LOAD,NJ
49853,UNION 138 KV BUS3,LOAD,NJ
49854,VINELAND69 KV BUS1,LOAD,NJ
49858,AIREY 69 KV AIREY,LOAD,MD
49860,BAYVIEW 25 KV LOAD40,LOAD,VA
49861,BAYVIEW 25 KV LOAD19,LOAD,VA
49862,BAYVIEW 25 KV LOAD62,LOAD,VA
49864,BERLINDP69 KV BERLIN,LOAD,MD
49865,BETHANY 69 KV LOAD1,LOAD,DE
49866,BETHANY 69 KV LOAD2,LOAD,DE
49867,BETHANY 69 KV LOAD35,LOAD,DE
49868,BRIDGEVI69 KV LOADT1,LOAD,DE
49869,BRIDGEVI69 KV LOADT2,LOAD,DE
49870,CAMBRIDG69 KV LOADT3,LOAD,MD
49871,CAMBRIDG69 KV LOADT4,LOAD,MD
49873,CECIL 35 KV BUS2,LOAD,MD
49874,CECIL 35 KV BUS3,LOAD,MD
49876,CEDARNEC69 KV CEDRNK,LOAD,DE
49877,CHESTERT69 KV 2245LD,LOAD,MD
49878,CHESTERT69 KV 2246LD,LOAD,MD
49880,CHINCOTE69 KV LOADT1,LOAD,VA
49881,CHINCOTE69 KV LOADT2,LOAD,VA
49882,CHURCTAP138 KV T3,LOAD,DE
49883,CHURCTAP138 KV T4,LOAD,DE
49887,CHURCH 69 KV T3,LOAD,MD
49888,CHURCH 69 KV T4,LOAD,MD
49890,CLAYTON 138 KV LOADT1,LOAD,DE
49891,CLAYTON 138 KV LOADT2,LOAD,DE
49892,CENTREVL69 KV 449,LOAD,MD
49893,CENTREVL69 KV 448,LOAD,MD
49894,COLORA 35 KV BUS1,LOAD,MD
49895,COLORA 35 KV BUS2,LOAD,MD
49896,CONCRDDP69 KV CONCRD,LOAD,DE
49898,CRISFIE 12 KV LOAD12,LOAD,MD
49899,CRISFIE 25 KV LOAD25,LOAD,MD
49900,CULVER 69 KV CULVER,LOAD,MD
49908,EASTVILL69 KV EASTVL,LOAD,VA
49911,EDGEWDPL69 KV EDGEWD,LOAD,MD
49912,EMUNI 69 KV E-MUNI,LOAD,MD
49913,ENEWMARK69 KV E-NMKT,LOAD,MD
49914,ENEWMKTR69 KV ENMKTR,LOAD,MD
49915,FAIRMONT69 KV FAIRMT,LOAD,DE
49916,FIVEPTS 69 KV LOADT1,LOAD,DE
49917,FIVEPTS 69 KV LOADT2,LOAD,DE
49918,FRANKFOR138 KV FRANK,LOAD,DE
49919,FRUITLAN69 KV LOADT1,LOAD,MD
49920,FRUITLAN69 KV LOADT2,LOAD,MD
49922,GREENBUS69 KV GRNBSH,LOAD,VA
49923,GREENWD 69 KV KRATZ,LOAD,DE
49924,GREENWD 69 KV GRENWD,LOAD,DE
49925,HALLWOOD69 KV HALLWD,LOAD,VA
49926,HARBESON69 KV HARBT1,LOAD,DE
49927,HARBESON69 KV HARBT2,LOAD,DE
49929,HARRTN 69 KV T1,LOAD,DE
49930,HARRTN 69 KV T2,LOAD,DE
49931,HARRTN 69 KV VERNON,LOAD,DE
49932,HEBRON 69 KV HEBRON,LOAD,MD
49933,HILLSBRO138 KV HLSBRO,LOAD,MD
49935,IBCORN 69 KV IBCORN,LOAD,MD
49936,INDIANRI69 KV LOAD1,LOAD,DE
49937,INDIANRI69 KV LOAD2,LOAD,DE
49938,JACKTOWN69 KV JACTWN,LOAD,MD
49939,JONES 138 KV JONES,LOAD,DE
49941,KELLAM 69 KV LOADT1,LOAD,VA
49942,KELLAM 69 KV LOADT2,LOAD,VA
49943,KENNEY 69 KV LOADT2,LOAD,MD
49944,KENNEY 69 KV LOADT1,LOAD,MD
49945,KENT 69 KV T1,LOAD,DE
49946,KENT 69 KV T2,LOAD,DE
49950,KINGSTON69 KV KNGSTN,LOAD,MD
49951,KENNEDYV69 KV KNDYVL,LOAD,MD
49952,LANKREA 69 KV LANK,LOAD,DE
49953,LAURELDP69 KV LOADT1,LOAD,DE
49954,LAURELDP69 KV LOADT2,LOAD,DE
49955,LEWESREA69 KV LEWES,LOAD,DE
49956,LONGWOOD69 KV LONGWD,LOAD,MD
49957,LORETTO 69 KV PRNCSS,LOAD,MD
49958,LYNCH 69 KV T1,LOAD,MD
49959,LYNCH 69 KV T2,LOAD,MD
49960,MARDELA 69 KV MARREA,LOAD,MD
49961,MARIDEL 69 KV LOADT1,LOAD,MD
49962,MARIDEL 69 KV LOADT2,LOAD,MD
49963,MASSEYRE69 KV MASREA,LOAD,MD
49964,MASSEY 69 KV MASSEY,LOAD,MD
49965,MIDWAY 69 KV MIDWAY,LOAD,DE
49966,MILFORD 138 KV 13702,LOAD,DE
49967,MILFORD 138 KV LOADT1,LOAD,DE
49968,MILFORD 138 KV LOADT2,LOAD,DE
49969,MILSBORO69 KV LOADT1,LOAD,DE
49970,MILSBORO69 KV LOADT2,LOAD,DE
49971,MILLINGT69 KV MLNGTN,LOAD,MD
49972,MTHERMON69 KV LOADT1,LOAD,MD
49973,MTHERMON69 KV LOADT2,LOAD,MD
49974,MTOLIVE 69 KV MT-OLV,LOAD,MD
49977,NEWCASTL69 KV LOADT1,LOAD,DE
49978,NEWCASTL69 KV LOADT2,LOAD,DE
49979,NEWCASTL69 KV LOADT3,LOAD,DE
49981,NELSON 138 KV LOADT2,LOAD,DE
49982,NELSON 138 KV LOADT3,LOAD,DE
49983,NEWHOPE 69 KV N-HOPE,LOAD,MD
49984,NEWMERED69 KV N-MERD,LOAD,DE
49985,NORTHST 69 KV ONE,LOAD,DE
49986,NSALISBU69 KV LOADT1,LOAD,MD
49987,NSALISBU69 KV LOADT2,LOAD,MD
49990,NSEAFORD69 KV LOADT3,LOAD,DE
49991,NSEAFORD69 KV LOADT2,LOAD,DE
49993,OCEANBAY138 KV LOADT1,LOAD,MD
49994,OCEANBAY138 KV LOADT2,LOAD,MD
49995,OCEANCTY69 KV LOADT1,LOAD,MD
49996,OCEANCTY69 KV LOADT2,LOAD,MD
49997,OCEANPIN69 KV OCNPIN,LOAD,MD
49998,PEPPER 69 KV PEPPER,LOAD,DE
49999,PINE ST 69 KV SEACTY,LOAD,DE
50002,PRESTON 69 KV PRSTON,LOAD,MD
50003,REHOBOTH69 KV REHT1,LOAD,DE
50004,REHOBOTH69 KV REHT2,LOAD,DE
